Status,City,State,Country,Classification,Open FDA,Product Type,Event ID,Recalling Firm,Address 1,Address 2,Postal Code,Voluntary Mandated,Initial Firm Notification,Distribution Pattern,Recall Number,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
Terminated,Melville,NY,United States,Class II,{},Food,90131,"Natural Organics, Inc.",548 Broadhollow Rd,N/A,11747-3722,Voluntary: Firm initiated,E-Mail,"Nationwide; United Arab Emirates, Kenya, Spain, Trinidad, and the United Kingdom.",F-1101-2022,Keto Living Sugar Control,"4,650 bottles","Contains undeclared wheat (gluten) in product labeled ""gluten free""",20220503,20220601,20240430,20220608,Product Code 82004 with lot codes 1362073 and 1365200  Product Code: Ue82004 with lot codes 1361754 and 1364325,
Terminated,Richland,WA,United States,Class II,{},Food,94031,"Ethos Bakery, LLC",716 Jadwin Ave,,99352-4218,Voluntary: Firm initiated,Visit,distributed in WA,F-1084-2024,"Vegan Snickerdoodle;  4 oz/plastic sleeve;  The label of recalled product is read in parts: ***Vegan Snickerdoodle ***[Ingredients: Granulated sugar, Wheat flour, Vegan butter (refined coconut oil, soy milk, vegetable oil, soy lecithin,) Sonoran wheat flour, Water, Egg replacer (potato starch, tapioca flour, baking soda, and psyllium husk fiber,) Baking powder (corn starch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate,) Vanilla extract, Kosher salt, Cream of tartar, Cinnamon Allergens: soy.",6 units,Undeclared wheat. Finished bakery product labels declared flour but did not specify wheat.,20240131,20240319,20240326,20240327,None,
Terminated,Windermere,FL,United States,Class II,{},Food,85918,Fresh Express Incorporated,4757 The Grove Dr,N/A,34786-8426,Voluntary: Firm initiated,E-Mail,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV  Foreign: Canada",F-1122-2020,"Marketside Chopped Salad Kit Southwest 13.4 oz., UPC 681131007061, Green & red cabbage, kale, romaine lettuce, kale, green onions & carrots",unknown,"Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora.",20200619,20200804,20201216,20200722,"Product Code  Z158, Z161, Z163, Z172, Z175, Z178.  USED BY or Before 7/10/2020",
Terminated,Rockwall,TX,United States,Class II,{},Food,92665,"Pegasus Foods, Inc.",1635 Innovation Dr,,75032-6218,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",CA,F-1501-2023,Cream Cheese Rangoon NET WT: 5.00 LB. (2.26 KG) CT/CS: 100 PS (5 TRAYS X 20 PCS UPC: (01)10664383187016(15)112823(10)0601233A1W package in corrugated cardboard case.,"38,887 cs. / 193,435 lbs.",Plastic foreign object found in product.,20230626,20230909,20240408,20230920,Product Code: 18701  Lot Codes: 05-30-23-3A1W 06-01-23-3B1W 06-06-23-3A1W 06-08-23-4A1W 05-30-23-3B1W 06-01-23-4A1W 06-06-23-3B1W 06-09-23-3B1W 05-30-23-4A1W 06-02-23-3A1W 06-06-23-4A1W 06-23-23-3A1W 05-31-23-3A1W 06-02-23-3B1W 06-07-23-3A1W 06-23-23-3B1W 05-31-23-3B1W 06-05-23-3A1W 06-07-23-3B1W 06-26-23-3A1W 05-31-23-4A1W 06-05-23-3B1W 06-07-23-4A1W 06-26-23-3B1W 06-01-23-3A1W 06-05-23-4A1W 06-08-23-3B1W 06-26-23-4A1W,
Terminated,Cleveland,OH,United States,Class II,{},Food,86354,EAGLE FAMILY FOODS GROUP LLC,1975 E 61st St,N/A,44103-3810,Voluntary: Firm initiated,Letter,Nationwide retailers via Distribution Centers in: CA; CO; CT; FL; ID; IL; MA; ME; MI; NH; NY; PA; TX; WA; WI.    International: UNITED ARAB EMIRATES,F-1619-2020,"365 Whole Foods Market Organic Reduced fat &Sodium Popcorn, 6 oz. bag, UPC 099482435349, 10 retail units per wholesale case",1951 cases,"Foreign material, pieces of glass may be in the product",20200828,20200930,20201124,20201007,Lot number 0003060008; 0003060051; 0003060052; 0003060065; 0003060086  Best By 2/6/2021; 2/7/2021; 2/8/2021,
Terminated,Williston,VT,United States,Class II,{},Food,87181,Champlain Chocolate Company,290 Boyer Cir,,05495-8931,Voluntary: Firm initiated,E-Mail,all 50 states - nationwide,F-0248-2021,Five Star Bar - Organic Milk Chocolate Bar with Sea Salt & Almonds - 3oz.; UPC: 76993385498,62396.07 lbs. Total,Chocolate may contain plastic pieces,20210115,20210129,20220111,20210210,Lot:20284  Date:7/7/2021,
Terminated,Shirley,NY,United States,Class II,{},Food,88305,GIVE AND GO PREPARED FOODS (USA),41 Natcon Dr,,11967-4700,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,F-0836-2021,"Freshness Guaranteed Blueberry Streusel/Strawberry Streusel Mini Muffins - 12 oz., 10 per case; UPC: 078742-32200 1","485,304 units (total)",May be contaminated with Listeria monocytogenes,20210717,20210803,20220519,20210811,"GBK1A, GBE1A, GCE1A, GCL1A",
Terminated,La Mirada,CA,United States,Class II,{},Food,91843,DAISO CALIFORNIA WAREHOUSE,16400 Trojan Way,N/A,90638-5630,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Products were distributed to customer retail locations in California, Texas, Nevada, New York, New Jersey, Washington, and British Columbia Canada.",F-0862-2023,Takuma food dashi salt peanut  80g UPC: 4962679652750,"1,064 units",Products were found to contain flying fish instead of angler fish.,20230303,20230510,20240503,20230517,No code on package,
Terminated,Brooklyn,NY,United States,Class I,{},Food,92966,ICE CREAM HOUSE,2 Church Ave,N/A,11218-3096,Voluntary: Firm initiated,Telephone,"OH, NJ, NY",F-1683-2023,Mini Dippers Ice Cream; parve;	6 PACK / SINGLE; UPC: 0-91404-15289-1,N/A,Products may be contaminated with Listeria monocytogenes.,20230822,20230928,20240614,20231004,No codes.,
Terminated,Wichita,KS,United States,Class III,{},Food,93899,"Ancient Formulas, Inc.",1235 S Santa Fe St,,67211-3223,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",FL,F-0930-2024,"Healthprint Vitamin D3 5000 Dietary Supplement, 200 tablets, packaged in plastic bottle.",111 bottles,Product is sub-potent for Vitamin D and label contains incorrect percent daily value.,20240125,20240226,20240229,20240306,Lot 063-0723,
Terminated,Albuquerque,NM,United States,Class II,{},Food,92936,"Vitality Works, Inc",8500 Bluewater Rd NW,N/A,87121-1958,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","55 Retail customers, representing 284 individual stores.  All customers are located within the United States. There is no foreign distribution. There is no distribution to US Government agencies or departments. Distribution is by small parcel shipper (UPS, FedEx).  Distribution Chain Notification Date: August 24, 2023",F-1569-2023,"100 vegetarian  Fenugreek Capsules 90 count, 600mg, packaged in 150cc Amber Glass Packer  with White Polypropylene Cap.","1,025 bottles (total)",Foreign material: pieces of a pen (writing utensil).,20230822,20230922,20231113,20231004,Lot 2023-06871  (Lot numbers are generated by our ERP system and use the 4-digit year followed by a 5-digit sequential number.) Expires: 07/2028 Bottom Code: FENUGRK PCAP 202306871 EXP 07/28,
Ongoing,Washington,NC,United States,Class II,{},Food,92122,"Washington Crab & Seafood Company, Inc.",321 N Pierce St,N/A,27889-4841,Voluntary: Firm initiated,Letter,Product was shipped to NC & SC.,F-0926-2023,"BLUE CRAB DIP 8 oz Ingredients: Blue Crabmeat, cream cheese, vidalia onion, salt, paprika, and spice WASHINGTON CRAB Carolina Seafood",3469/8 oz cups,Undeclared milk,20230414,20230523,,20230531,Sell by Date 11/4/22-4/24/23,
Terminated,Brooklyn,NY,United States,Class I,{},Food,92966,ICE CREAM HOUSE,2 Church Ave,N/A,11218-3096,Voluntary: Firm initiated,Telephone,"OH, NJ, NY",F-1636-2023,Mini Sorbet Cake Blueberry / Lime; parve; 1 PACK; UPC: 0-91404-15219-8,N/A,Products may be contaminated with Listeria monocytogenes.,20230822,20230928,20240614,20231004,No codes.,
Terminated,Lodi,CA,United States,Class II,{},Food,86882,Pacific Coast Producers,631 N Cluff Ave,N/A,95240-0756,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",US Distribution only,F-0163-2021,"Tomato Paste in a 6 oz.(170g) metal can    Cases size varies - 12, 24 or 28 count.    Packaged under brand names of:  Happy Harvest, Kroger, Signature Select, Food Club, Members Mark, Great Value, Essential Everyday, Summer is Inside, Harmons, Pastene, Avenue A.","31, 572 cases - total",Presence of metal shavings in tomato paste,20201130,20201208,20210210,20201216,5TP1 0Q G264,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0466-2023,"Bistro To Go, Chicken Salad Finger Sandwiches, Net Wt.6.5 Oz. Single Serving, Keep refrigerated",310,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141025883,
Terminated,Dallas,TX,United States,Class II,{},Food,91234,Hippos and Hashbrowns,10813 Castolon Dr,,75228-2515,Voluntary: Firm initiated,Letter,Texas,F-0259-2023,Take & Bake Sweet Potato Biscuits 44216-26522 packaged in metal tin with clear plastic nonflexible lid,158 units,Label does not include the common name for the allergens milk and wheat,20221121,20230112,20240430,20230118,all best by dates until a best by date later than 05/16/2023.,
Ongoing,New Century,KS,United States,Class I,{},Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1323-2024,"Grindsted SSD 5731 Non-GMO Stabilizer System, 22.68 kg / 50 lb bag",3628.80 kg,Potential Salmonella Contamination,20240503,20240606,,20240612,Lot numbers: 1204594258; 1204594259; 1204594260; 1204594261,
Terminated,Silverton,OR,United States,Class II,{},Food,85694,"Willamette Valley Pie Company, LLC.",1651 Eska Way,N/A,97381-1294,Voluntary: Firm initiated,Telephone,distributed in Oregon only.,F-0969-2020,"Willamette Valley Pie Company Raspberry Rhubarb Pie, packaged in clamshells container, six containers per case.  Each pie weighs 10 oz. and sold as individual pies to consumers. UPC: 0 22518 87931 2.    The label on a clamshell container is read in parts: ""***HANDMADE All-Natural Raspberry Rhubarb Pie ***BAKED & READY TO EAT*** INGREDIENTS: Filling: Rhubarb, Organic Cane Sugar, Raspberries, Enriched Wheat Flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), Cinnamon. Crust: Enriched Wheat Flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), Organic Palm Oil, Water, Organic Cane Sugar, Sea Salt. Contains: WHEAT***"".    The label on a master CASE is read in parts: ""***5"" RASPBERRY/RHUBARB PIE ***BAKED RETAIL***6 units/case***""",48 units,"Raspberry Rhubarb Pie packages were recalled due to undeclared artificial almond. The actual product inside a clamshell package is Cherry Pie, which contains artificial almond extract, but it was mislabeled as Raspberry Rhubarb Pie.  The Rhubarb Pie label does not declare artificial almond extract.",20200513,20200527,20200622,20200527,Raspberry Rhubarb Pie: Lot Code 602410 BD 1270. Expiration based on lot code on product: 1/24/22.,
Ongoing,Grand Forks,ND,United States,Class II,{},Food,90630,"Minn Dak Growers, Ltd.",4034 40th Ave N,,58203-3818,Voluntary: Firm initiated,E-Mail,IN,F-1561-2022,"Fancy Buckwheat Flour,  Item #327, 50 lbs. net wt, Packed by Min-Dak Growers Grand Forks, ND - Product of the USA.  Manufactured for Enjoy Life Foods.","40,000 lbs.",Foreign Material - plastic,20220718,20220818,,20220824,"Lot:  010622, Expiration Date:  01-10-24  and Lot : 011022, Expiration Date 01-06-24",
Ongoing,San Antonio,TX,United States,Class II,{},Food,94529,H-E-B San Antonio Retail Support Center (SARSC),4710 N Pan Am Expy,,78218-5415,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Texas,F-1280-2024,3-ounce H-E-B Creamy Creations Ice Cream Lime/Orange Combo - 12 pack,"8,172 bags - 12, 3oz cups per bag",Potential metal contamination,20240427,20240530,,20240605,Code date 08/31/2024 thru 09/03/2024,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0235-2024,"Orchard Bistro, Strawberry Low Fat Yogurt, Fruit & Granola Parfait, Net Wt. 9 Oz. Single Serving, Keep refrigerated",112,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141021083,
Terminated,Hiram,OH,United States,Class II,{},Food,84976,Great Lakes Cheese Co Inc,17825 Great Lakes Pkwy,N/A,44234-9677,Voluntary: Firm initiated,Letter,"Save-A-Lot Retail Stores located in FL, IA, IL, IN, KS, KY, MI, MO, MS,OH, TN, VA, WV, WI",F-0800-2020,"Coburn Farms Snackers, Sharp Yellow Cheddar Cheese, Cherry Juice Infused Dried Cranberries & Roasted Sea Salted Cashews, 3 Pack, Net Wt 4.5 oz (127.5g)  3-1.5 oz (42.5g) packs, Keep Refrigerated.  UPC 51933-36243.  Distributed By:  Save-A-Lot Food Stores, Ltd., Earth City, MO  63045",1572 units,Coburn Farms 4.5oz  Snackers is being recalled due to a labeling error leading to undeclared peanut.,20200212,20200306,20200501,20200304,"Use By April 24, 2020",
Terminated,Mentor,OH,United States,Class II,{},Food,92997,Fox  Confections LLC,7419 Mentor Ave,,44060-5405,Voluntary: Firm initiated,Telephone,Distributed to 90 retail locations in Illinois and Ohio,F-1534-2023,"F-Bombs Original Truffles: 12 ounce plastic packaging, plastic packaging is packed into 4x4x2 cardboard boxes. UPC 850036018001",126 (12oz) packages,Undeclared FD&C Yellow #5 and Yellow #6,20230831,20230918,20231002,20230927,Product No. 01800,
Terminated,Rochester,NY,United States,Class II,{},Food,88131,"Wegmans Food Markets, Inc.",1500 Brooks Ave,N/A,14624-3512,Voluntary: Firm initiated,Other,"Maryland, Massachusetts, New Jersey, New York, North Carolina, Pennsylvania, Virginia",F-0766-2021,"Somerdale Red Dragon Cheddar Cheese, cut and repacked in plastic cheese wrap by Wegmans and sold by the pound.",1299 lbs.,Cheese label does not declare wheat from ale wash,20210614,20210706,20220519,20210707,"All product packed on April 23, 2021, or later",
Terminated,Decatur,IL,United States,Class I,{},Food,83937,Adm Milling,4666 E Faries Pkwy,,62526-5666,Voluntary: Firm initiated,Other,AR  CT  FL  IL  IN  MA  MD  MI  NJ  NY  OH  PA  WV,F-0688-2020,King Arthur All Purpose Flour 25# bags,"11,074 bags",E.coli O26,20190928,20200212,20200928,20200219,"8338, 8344, 8354, 9007, 9015",
Terminated,Clare,MI,United States,Class II,{},Food,89424,Natural Way Cheese,6060 E Beaverton Rd,N/A,48617-9653,Voluntary: Firm initiated,Telephone,"MI, IN",F-0633-2022,"Natural Way Cheese Marble Cheese Curds, retail 12oz plastic bag UPC 8 10056 75022 0, 12 retail units per wholesale case, and sold in 10lbs wholesale plastic bag as well",N/A,"The milk used in the cheese curd had been stored in a holding tank in excess of 72 hours, therefore exceeding the required 72 hour tank cleaning interval.",20220112,20220208,20240801,20220216,01042203  04/04/22,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0220-2024,"In Reach , Sausage Egg & Cheese Croissant, Net . Wt. 6.5 Oz. Single Serving, Mylar Wrap, Keep refrigerated",80,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141020901,
Terminated,Chicago,IL,United States,Class I,{},Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1220-2023,S22072	W CLASSIC MARINADE OAT  X1	50.00	BAG,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,SE280013 SE280014 SE280015 SE280016 SE280017 SE291061 SE282751 SE282752 SE282753 SE282754 SE282755 SE282756 SE282757 SE282758 SE282759 SE282760,
Terminated,Norcross,GA,United States,Class I,{},Food,89000,NutraCap Labs LLC,6080 Mcdonough Dr Ste A/B/C/D/F/G,N/A,30093,Voluntary: Firm initiated,Press Release,"Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, FL, GA, ID, IL, IN, KY, LA, MD, MN, NC, NJ, NV, NY, OH, OR, SC, TN, TX, VA & WA.",F-0447-2022,Hi-T Level Up	Capsules 120ct Bottle UPC CODE,"80,169 various bottles and jars",During an FDA investigation the firm was notified that the product contains undeclared milk.,20211109,20220111,20240521,20220119,LOT #2105183 EXP DATE 05/2023,
Terminated,Monterey,CA,United States,Class II,{},Food,87308,Dole Fresh Vegetables Inc,2959 Salinas Hwy,N/A,93940-6400,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","OH, NY, WI",F-0323-2021,"Dole Chopped Kit- Sunflower Crunch  Cabbage, Green Leaf Lettuce, Kale, Sunflower Seeds, Sweet Onion and Citrus Dressing, Bacon Crumbles, Red Cabbage, Green onions, carrots.  UPC: 0 71430 00034 2 Salad and Toppings Net Wt.:9.5 oz. (269 g) Dressing  2.4 fl oz.(72 mL) Total Net Wt. 12.2 oz. (346 g) Contains: Egg, Soy  Dole Fresh Vegetable Company, Inc. Monterey, CA",150 cases,Potential undeclared allergens (wheat and tree nuts),20210209,20210225,20210407,20210303,"Lot codes: W02702A, W02702B Best if Used by Date: 2-11-21",
Terminated,Windermere,FL,United States,Class II,{},Food,85918,Fresh Express Incorporated,4757 The Grove Dr,N/A,34786-8426,Voluntary: Firm initiated,E-Mail,"Domestic: Midwestern states of AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV  Foreign: Canada",F-1094-2020,"Giant Eagle Life s Getting Fresher Fresh Romaine Garden Salad Blend 12 oz., UPC 030034923167,Romaine lettuce, carrots & red cabbage",unknown,"Ready to Eat salad products containing iceberg lettuce, red cabbage and/or carrot ingredients are recalled due to a possible health risk from Cyclospora.",20200619,20200804,20201216,20200722,"Product Code  Z 158, Z160, Z161,  Z163,  Z165, Z167, Z172, Z174, Z176. USED BY or Before 7/11/2020",
Terminated,Tampa,FL,United States,Class II,{},Food,84513,Buddy Brew Coffee,2020 W Kennedy Blvd,,33606-1579,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Retail and wholesale distribution within the state of Florida.,F-0501-2020,Organic Cold brew BUDDY BREW COFFEE BOLT Original  10.5 oz. cans and 5 and 7.5 gallon kegs,Original 2344 cans and 263 kegs,Product has potential to be contaminated with bacteria.,20191219,20200114,20200512,20200122,Manufacturing Lot Number and Best Used By  104   12/24/19  105 12/25/19  106 12/26/19  107 12/29/19   110 1/2/20  111 1/3/20  112 1/6/20  114 1/9/20  115 1/10/20  116 1/13/20          117 1/14/20  118 1/15/20  119 1/16/20  120 1/17/20  121 1/20/20  123 1/20/20  124 1/23/20  125 1/24/20  126 1/27/20  127 1/28/20   128 1/29/20  129 1/30/20  130 1/31/20  131 2/3/20  132 2/4/20  133 2/5/20  134 2/6/20  135 2/7/20  136 2/10/20  137 2/12/20,
Terminated,Richmond,VA,United States,Class II,{},Food,88643,"SSPI Mid-Atlantic, Inc",1508 Brook Rd,,23220-2308,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed to retail stores in VA.,F-0986-2021,1. Dickies Seafood Cooked & Spiced Shrimp (12 oz) UPC 5240700804 Sell by 9/8/2021 & 9/12/2021. Labeled containers    2. Dickies Seafood Cooked & Spiced Shrimp (2.25 LB) UPC 5240700806 Sell by9/8/2021 & 9/12/2021.Labeled containers    3. Dickies Seafood Cooked & Spiced Shrimp (5 LB)  Sell by 9/8/2021.Sold in bags over the deli counter. Unlabeled.,"1,746 units",Undeclared sulfites,20210910,20210917,20220614,20210929,"1082, 1087/1086  1083, 1088/1086  1089",
Terminated,Marshalltown,IA,United States,Class I,{},Food,93521,Lara's Bakery 3 LLC,701 N 3rd Ave Ste C,N/A,50158-1828,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Iowa and Wisconsin,F-0789-2024,"Pan Surtido with label reading: Panaderia Lara's Bakery, 701 N 3rd Ave Suite C Marshalltown IA 50158. Multi-pack tray containing Concha, Cema, Polvoron, Tostado de Guatemala, Pan de Guatemala, Canasta, Garibaldi, Marianas, Muffin, Pan Fino, Pastel Glass, Pan de Trigo, Puerco, Bolillo, Telera in various amounts.","Approximately 17,470 items per week (total)","Undeclared allergens - sesame seed, coconut, soy, milk. Potential for unintended allergen presence (Sesame, Coconut, Soy, Wheat, Milk and Eggs).",20231130,20240124,20240228,20240131,All distributed through 11/28/2023,
Terminated,San Luis Obispo,CA,United States,Class I,{},Food,86594,Sauer Brands Inc - SLO,184 Suburban Rd,N/A,93401-7502,Voluntary: Firm initiated,Letter,nationwide and on line sales,F-0060-2021,The Spice Hunter  Fennel Seeds  1.3 oz.    Jar UPC 8105741363  Case UPC 40081057413630,"45,498 Bottles Total",Potential Salmonella contamination.,20201009,20201022,20210218,20201028,Lot Number: 20270C  Best By Date: Sep-24,
Terminated,Rochester,NY,United States,Class II,{},Food,93823,"Wegmans Food Markets, Inc.",1500 Brooks Ave,,14624-3512,Voluntary: Firm initiated,Other,"NY, VA, MD, PA, NJ, MA, NC, DE, DC",F-0862-2024,"24ct Petite Pastry Tray, plastic tray with white base and clear lid (not a scale label) (UPC: UPC 7789034215)","10,338 croissants Total",Product contains undeclared soy lecithin.,20240112,20240208,20240322,20240214,Best By Dates: To be provided ASAP,
Terminated,Garden Grove,CA,United States,Class I,{},Food,94085,LQNN Inc.,7180 Lampson Ave,,92841-3914,Voluntary: Firm initiated,Letter,"U.S. distribution to customers in: Alabama, Arizona, Arkansas, California, Colorado, Florida, Georgia, Hawaii, Illinois, Indiana, Kansas, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Tennessee, Texas, Utah, Virginia, and Washington.   Canada with different product code and name:  Banh Pia Hopia Cake Gateau Hopia",F-1042-2024,"BANH PIA Hopia Cake, Mung Bean - Durian, 16.8 oz (480g)","222,320 bags (total)",Undeclared allergen; egg,20240220,20240307,20240514,20240313,Universal Product Code: 8 936014 318942.  Lot #s:  B4.12.23; B6.12.23; B1.11.23; B2.11.23; B3.11.23; A7.11.23; A8.11.23; A9.11.23; A1.11.23; A2.11.23; A3.11.23; A4.11.23; C9.10.23; C10.10.23; C11.10.23; C6.10.23; C7.10.23; C8.10.23; C2.10.23; C3.10.23; C4.10.23; C5.10.23; C1.10.23; B10.10.23; B4.10.23; B5.10.23; B6.10.23; B7.10.23; B8.10.23; B1.10.23; B2.10.23; A10.10.23,
Completed,East Arlington,VT,United States,Class I,{},Food,93452,WILCOX ICE CREAM,116 Sweet St,N/A,05252-9789,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","VT, NH, MA, and NY.",F-0526-2024,Wilcox Ice Cream Bar (Dairy Based) - Espresso (UPC 043726005072),19.31 Tons Total,Products may be contaminated with Listeria monocytogenes.,20231115,20231208,,20231220,Best By/Sell By: 9/15/24 through 11/14/24,
Terminated,Pennsauken,NJ,United States,Class II,{},Food,89006,Puratos Corporation (HQ and Innovation Center),1660 Suckle Hwy,,08110,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to domestic customers in CA, NJ, IN, PA, TN, NY, NC, TX, FL, DE, LA, and LA. Distributed to foreign customers in Dominican Republic and Trinidad.",F-0257-2022,NSA Creme Cake  Bag 50#. Material #4107591,"11,950 lbs",Product may be contaminated with foreign material (metal),20211029,20211206,20230828,20211208,Batch Number 10644770,
